Date,Store,SKU,InventoryLevel,ExcessThreshold,ExcessInventory,IsExcess,ExcessSeverity
2023-01-01,Store001,SKU001,49,344.673995868241,-295.673995868241,False,Normal
2023-01-01,Store001,SKU002,42,77.40529582211767,-35.405295822117665,False,Normal
2023-01-01,Store001,SKU003,85,55.63088763251994,29.369112367480056,True,Low Excess
2023-01-01,Store002,SKU001,27,157.55516881893084,-130.55516881893084,False,Normal
2023-01-01,Store002,SKU002,51,176.73581900881624,-125.73581900881624,False,Normal
2023-01-01,Store002,SKU003,63,78.327592042073,-15.327592042072993,False,Normal
2023-01-01,Store003,SKU001,89,261.9567860545019,-172.9567860545019,False,Normal
2023-01-01,Store003,SKU002,79,128.22603956166483,-49.226039561664834,False,Normal
2023-01-01,Store003,SKU003,10,63.93977509902533,-53.93977509902533,False,Normal
2023-01-02,Store001,SKU001,30,255.42399586824098,-225.42399586824098,False,Normal
2023-01-02,Store001,SKU002,61,96.15529582211767,-35.155295822117665,False,Normal
2023-01-02,Store001,SKU003,70,69.13088763251994,0.8691123674800565,True,Low Excess
2023-01-02,Store002,SKU001,29,215.30516881893084,-186.30516881893084,False,Normal
2023-01-02,Store002,SKU002,35,135.48581900881624,-100.48581900881624,False,Normal
2023-01-02,Store002,SKU003,80,71.577592042073,8.422407957927007,True,Low Excess
2023-01-02,Store003,SKU001,64,261.9567860545019,-197.9567860545019,False,Normal
2023-01-02,Store003,SKU002,86,90.72603956166483,-4.726039561664834,False,Normal
2023-01-02,Store003,SKU003,47,86.43977509902533,-39.439775099025326,False,Normal
2023-01-03,Store001,SKU001,61,271.173995868241,-210.17399586824098,False,Normal
2023-01-03,Store001,SKU002,60,99.90529582211767,-39.905295822117665,False,Normal
2023-01-03,Store001,SKU003,46,73.63088763251994,-27.630887632519944,False,Normal
2023-01-03,Store002,SKU001,71,245.0551688189308,-174.0551688189308,False,Normal
2023-01-03,Store002,SKU002,40,141.73581900881624,-101.73581900881624,False,Normal
2023-01-03,Store002,SKU003,22,78.327592042073,-56.32759204207299,False,Normal
2023-01-03,Store003,SKU001,81,223.45678605450186,-142.45678605450186,False,Normal
2023-01-03,Store003,SKU002,83,103.22603956166482,-20.22603956166482,False,Normal
2023-01-03,Store003,SKU003,46,83.43977509902533,-37.439775099025326,False,Normal
2023-01-04,Store001,SKU001,97,247.54899586824098,-150.54899586824098,False,Normal
2023-01-04,Store001,SKU002,46,116.78029582211767,-70.78029582211767,False,Normal
2023-01-04,Store001,SKU003,93,71.38088763251994,21.619112367480056,True,Low Excess
2023-01-04,Store002,SKU001,21,233.68016881893084,-212.68016881893084,False,Normal
2023-01-04,Store002,SKU002,53,122.36081900881625,-69.36081900881625,False,Normal
2023-01-04,Store002,SKU003,83,67.077592042073,15.922407957927007,True,Low Excess
2023-01-04,Store003,SKU001,16,191.0817860545019,-175.0817860545019,False,Normal
2023-01-04,Store003,SKU002,33,111.35103956166483,-78.35103956166483,False,Normal
2023-01-04,Store003,SKU003,67,89.81477509902533,-22.814775099025326,False,Normal
2023-01-05,Store001,SKU001,46,243.87399586824094,-197.87399586824094,False,Normal
2023-01-05,Store001,SKU002,78,108.90529582211767,-30.905295822117665,False,Normal
2023-01-05,Store001,SKU003,53,67.33088763251993,-14.330887632519932,False,Normal
2023-01-05,Store002,SKU001,46,249.95516881893082,-203.95516881893082,False,Normal
2023-01-05,Store002,SKU002,78,128.73581900881624,-50.735819008816236,False,Normal
2023-01-05,Store002,SKU003,82,66.62759204207299,15.37240795792701,True,Low Excess
2023-01-05,Store003,SKU001,81,198.9567860545019,-117.95678605450189,False,Normal
2023-01-05,Store003,SKU002,36,104.22603956166483,-68.22603956166483,False,Normal
2023-01-05,Store003,SKU003,30,87.33977509902533,-57.33977509902533,False,Normal
2023-01-06,Store001,SKU001,87,216.92399586824092,-129.92399586824092,False,Normal
2023-01-06,Store001,SKU002,32,123.65529582211765,-91.65529582211765,False,Normal
2023-01-06,Store001,SKU003,57,69.13088763251994,-12.130887632519944,False,Normal
2023-01-06,Store002,SKU001,48,271.30516881893084,-223.30516881893084,False,Normal
2023-01-06,Store002,SKU002,60,127.98581900881625,-67.98581900881625,False,Normal
2023-01-06,Store002,SKU003,82,67.827592042073,14.172407957927007,True,Low Excess
2023-01-06,Store003,SKU001,79,190.2067860545019,-111.20678605450189,False,Normal
2023-01-06,Store003,SKU002,80,101.97603956166483,-21.976039561664834,False,Normal
2023-01-06,Store003,SKU003,64,79.68977509902533,-15.689775099025326,False,Normal
2023-01-07,Store001,SKU001,35,200.67399586824098,-165.67399586824098,False,Normal
2023-01-07,Store001,SKU002,11,127.76243867926051,-116.76243867926051,False,Normal
2023-01-07,Store001,SKU003,69,67.84517334680565,1.1548266531943483,True,Low Excess
2023-01-07,Store002,SKU001,92,259.55516881893084,-167.55516881893084,False,Normal
2023-01-07,Store002,SKU002,50,146.73581900881624,-96.73581900881624,False,Normal
2023-01-07,Store002,SKU003,56,71.25616347064441,-15.25616347064441,False,Normal
2023-01-07,Store003,SKU001,62,218.4567860545019,-156.4567860545019,False,Normal
2023-01-07,Store003,SKU002,58,106.79746813309339,-48.79746813309339,False,Normal
2023-01-07,Store003,SKU003,59,78.08263224188248,-19.08263224188248,False,Normal
2023-01-08,Store001,SKU001,52,172.17399586824098,-120.17399586824098,False,Normal
2023-01-08,Store001,SKU002,47,127.76243867926051,-80.76243867926051,False,Normal
2023-01-08,Store001,SKU003,28,74.27374477537708,-46.27374477537708,False,Normal
2023-01-08,Store002,SKU001,93,267.05516881893084,-174.05516881893084,False,Normal
2023-01-08,Store002,SKU002,29,170.30724758024482,-141.30724758024482,False,Normal
2023-01-08,Store002,SKU003,76,70.61330632778728,5.386693672212715,True,Low Excess
2023-01-08,Store003,SKU001,20,218.4567860545019,-198.4567860545019,False,Normal
2023-01-08,Store003,SKU002,60,111.08318241880768,-51.08318241880768,False,Normal
2023-01-08,Store003,SKU003,57,73.58263224188248,-16.58263224188248,False,Normal
2023-01-09,Store001,SKU001,58,176.67399586824098,-118.67399586824098,False,Normal
2023-01-09,Store001,SKU002,42,135.26243867926053,-93.26243867926053,False,Normal
2023-01-09,Store001,SKU003,36,67.84517334680565,-31.84517334680565,False,Normal
2023-01-09,Store002,SKU001,89,253.55516881893084,-164.55516881893084,False,Normal
2023-01-09,Store002,SKU002,67,177.80724758024482,-110.80724758024482,False,Normal
2023-01-09,Store002,SKU003,81,75.75616347064441,5.24383652935559,True,Low Excess
2023-01-09,Store003,SKU001,21,210.9567860545019,-189.9567860545019,False,Normal
2023-01-09,Store003,SKU002,91,121.79746813309339,-30.79746813309339,False,Normal
2023-01-09,Store003,SKU003,50,67.15406081331105,-17.154060813311048,False,Normal
2023-01-10,Store001,SKU001,96,157.17399586824098,-61.17399586824098,False,Normal
2023-01-10,Store001,SKU002,69,135.26243867926053,-66.26243867926053,False,Normal
2023-01-10,Store001,SKU003,75,69.13088763251994,5.8691123674800565,True,Low Excess
2023-01-10,Store002,SKU001,79,219.05516881893084,-140.05516881893084,False,Normal
2023-01-10,Store002,SKU002,64,181.02153329453054,-117.02153329453054,False,Normal
2023-01-10,Store002,SKU003,48,69.327592042073,-21.327592042072993,False,Normal
2023-01-10,Store003,SKU001,59,231.9567860545019,-172.9567860545019,False,Normal
2023-01-10,Store003,SKU002,31,114.29746813309339,-83.29746813309339,False,Normal
2023-01-10,Store003,SKU003,21,60.08263224188248,-39.08263224188248,False,Normal
2023-01-11,Store001,SKU001,48,164.67399586824098,-116.67399586824098,False,Normal
2023-01-11,Store001,SKU002,15,129.90529582211767,-114.90529582211767,False,Normal
2023-01-11,Store001,SKU003,13,69.77374477537708,-56.77374477537708,False,Normal
2023-01-11,Store002,SKU001,61,204.05516881893084,-143.05516881893084,False,Normal
2023-01-11,Store002,SKU002,21,207.80724758024485,-186.80724758024485,False,Normal
2023-01-11,Store002,SKU003,50,76.39902061350156,-26.399020613501563,False,Normal
2023-01-11,Store003,SKU001,93,237.9567860545019,-144.9567860545019,False,Normal
2023-01-11,Store003,SKU002,74,120.72603956166483,-46.726039561664834,False,Normal
2023-01-11,Store003,SKU003,98,57.51120367045391,40.48879632954609,True,Low Excess
2023-01-12,Store001,SKU001,54,155.67399586824098,-101.67399586824098,False,Normal
2023-01-12,Store001,SKU002,51,138.47672439354622,-87.47672439354622,False,Normal
2023-01-12,Store001,SKU003,32,71.05945906109139,-39.05945906109139,False,Normal
2023-01-12,Store002,SKU001,51,171.05516881893084,-120.05516881893084,False,Normal
2023-01-12,Store002,SKU002,40,207.80724758024485,-167.80724758024485,False,Normal
2023-01-12,Store002,SKU003,27,74.47044918493015,-47.470449184930146,False,Normal
2023-01-12,Store003,SKU001,13,237.9567860545019,-224.9567860545019,False,Normal
2023-01-12,Store003,SKU002,16,128.22603956166483,-112.22603956166483,False,Normal
2023-01-12,Store003,SKU003,82,53.01120367045391,28.98879632954609,True,Low Excess
2023-01-13,Store001,SKU001,87,155.67399586824098,-68.67399586824098,False,Normal
2023-01-13,Store001,SKU002,45,115.97672439354622,-70.97672439354622,False,Normal
2023-01-13,Store001,SKU003,80,70.41660191823424,9.583398081765765,True,Low Excess
2023-01-13,Store002,SKU001,54,162.05516881893084,-108.05516881893084,False,Normal
2023-01-13,Store002,SKU002,37,216.37867615167337,-179.37867615167337,False,Normal
2023-01-13,Store002,SKU003,68,77.68473489921584,-9.68473489921584,False,Normal
2023-01-13,Store003,SKU001,12,245.4567860545019,-233.4567860545019,False,Normal
2023-01-13,Store003,SKU002,74,134.65461099023628,-60.65461099023628,False,Normal
2023-01-13,Store003,SKU003,92,54.93977509902533,37.06022490097467,True,Low Excess
2023-01-14,Store001,SKU001,66,176.67399586824098,-110.67399586824098,False,Normal
2023-01-14,Store001,SKU002,61,122.40529582211767,-61.405295822117665,False,Normal
2023-01-14,Store001,SKU003,29,70.41660191823424,-41.416601918234235,False,Normal
2023-01-14,Store002,SKU001,49,172.55516881893084,-123.55516881893084,False,Normal
2023-01-14,Store002,SKU002,90,202.45010472310196,-112.45010472310196,False,Normal
2023-01-14,Store002,SKU003,91,71.89902061350156,19.100979386498437,True,Low Excess
2023-01-14,Store003,SKU001,43,221.4567860545019,-178.4567860545019,False,Normal
2023-01-14,Store003,SKU002,53,134.65461099023628,-81.65461099023628,False,Normal
2023-01-14,Store003,SKU003,30,54.29691795616819,-24.296917956168187,False,Normal
2023-01-15,Store001,SKU001,85,184.17399586824098,-99.17399586824098,False,Normal
2023-01-15,Store001,SKU002,79,147.04815296497478,-68.04815296497478,False,Normal
2023-01-15,Store001,SKU003,98,72.34517334680565,25.65482665319435,True,Low Excess
2023-01-15,Store002,SKU001,52,163.55516881893084,-111.55516881893084,False,Normal
2023-01-15,Store002,SKU002,24,168.16439043738768,-144.16439043738768,False,Normal
2023-01-15,Store002,SKU003,44,66.11330632778728,-22.113306327787285,False,Normal
2023-01-15,Store003,SKU001,98,227.4567860545019,-129.4567860545019,False,Normal
2023-01-15,Store003,SKU002,42,126.08318241880768,-84.08318241880768,False,Normal
2023-01-15,Store003,SKU003,12,58.15406081331104,-46.15406081331104,False,Normal
2023-01-16,Store001,SKU001,92,184.17399586824098,-92.17399586824098,False,Normal
2023-01-16,Store001,SKU002,93,139.54815296497478,-46.548152964974776,False,Normal
2023-01-16,Store001,SKU003,55,72.9880304896628,-17.988030489662805,False,Normal
2023-01-16,Store002,SKU001,50,166.55516881893084,-116.55516881893084,False,Normal
2023-01-16,Store002,SKU002,72,163.87867615167337,-91.87867615167337,False,Normal
2023-01-16,Store002,SKU003,62,60.97044918493013,1.029550815069868,True,Low Excess
2023-01-16,Store003,SKU001,75,230.4567860545019,-155.4567860545019,False,Normal
2023-01-16,Store003,SKU002,77,119.65461099023626,-42.654610990236264,False,Normal
2023-01-16,Store003,SKU003,72,60.08263224188248,11.917367758117521,True,Low Excess
2023-01-17,Store001,SKU001,21,188.67399586824098,-167.67399586824098,False,Normal
2023-01-17,Store001,SKU002,98,138.47672439354622,-40.47672439354622,False,Normal
2023-01-17,Store001,SKU003,72,67.20231620394853,4.797683796051473,True,Low Excess
2023-01-17,Store002,SKU001,56,171.05516881893084,-115.05516881893084,False,Normal
2023-01-17,Store002,SKU002,65,155.30724758024482,-90.30724758024482,False,Normal
2023-01-17,Store002,SKU003,28,68.0418777563587,-40.0418777563587,False,Normal
2023-01-17,Store003,SKU001,21,216.9567860545019,-195.9567860545019,False,Normal
2023-01-17,Store003,SKU002,35,129.2974681330934,-94.29746813309339,False,Normal
2023-01-17,Store003,SKU003,45,69.72548938473963,-24.72548938473963,False,Normal
2023-01-18,Store001,SKU001,49,182.67399586824098,-133.67399586824098,False,Normal
2023-01-18,Store001,SKU002,99,141.69101010783194,-42.69101010783194,False,Normal
2023-01-18,Store001,SKU003,86,64.63088763251994,21.369112367480056,True,Low Excess
2023-01-18,Store002,SKU001,49,187.55516881893084,-138.55516881893084,False,Normal
2023-01-18,Store002,SKU002,13,141.37867615167337,-128.37867615167337,False,Normal
2023-01-18,Store002,SKU003,81,64.827592042073,16.172407957927007,True,Low Excess
2023-01-18,Store003,SKU001,98,237.9567860545019,-139.9567860545019,False,Normal
2023-01-18,Store003,SKU002,79,119.65461099023626,-40.654610990236264,False,Normal
2023-01-18,Store003,SKU003,24,72.29691795616819,-48.29691795616819,False,Normal
2023-01-19,Store001,SKU001,95,187.17399586824098,-92.17399586824098,False,Normal
2023-01-19,Store001,SKU002,57,137.40529582211767,-80.40529582211767,False,Normal
2023-01-19,Store001,SKU003,93,67.20231620394853,25.797683796051473,True,Low Excess
2023-01-19,Store002,SKU001,66,204.05516881893084,-138.05516881893084,False,Normal
2023-01-19,Store002,SKU002,91,146.73581900881624,-55.735819008816236,False,Normal
2023-01-19,Store002,SKU003,38,69.97044918493015,-31.970449184930146,False,Normal
2023-01-19,Store003,SKU001,53,237.9567860545019,-184.9567860545019,False,Normal
2023-01-19,Store003,SKU002,57,107.86889670452197,-50.86889670452197,False,Normal
2023-01-19,Store003,SKU003,53,72.93977509902533,-19.939775099025326,False,Normal
2023-01-20,Store001,SKU001,97,209.67399586824098,-112.67399586824098,False,Normal
2023-01-20,Store001,SKU002,55,151.33386725068908,-96.33386725068908,False,Normal
2023-01-20,Store001,SKU003,81,69.77374477537708,11.226255224622918,True,Low Excess
2023-01-20,Store002,SKU001,35,216.05516881893084,-181.05516881893084,False,Normal
2023-01-20,Store002,SKU002,17,146.73581900881624,-129.73581900881624,False,Normal
2023-01-20,Store002,SKU003,69,63.5418777563587,5.458122243641299,True,Low Excess
2023-01-20,Store003,SKU001,94,236.4567860545019,-142.4567860545019,False,Normal
2023-01-20,Store003,SKU002,21,99.29746813309339,-78.29746813309339,False,Normal
2023-01-20,Store003,SKU003,91,74.22548938473963,16.77451061526037,True,Low Excess
2023-01-21,Store001,SKU001,71,205.17399586824098,-134.17399586824098,False,Normal
2023-01-21,Store001,SKU002,31,130.97672439354622,-99.97672439354622,False,Normal
2023-01-21,Store001,SKU003,57,76.20231620394853,-19.202316203948527,False,Normal
2023-01-21,Store002,SKU001,16,210.05516881893084,-194.05516881893084,False,Normal
2023-01-21,Store002,SKU002,39,161.73581900881624,-122.73581900881624,False,Normal
2023-01-21,Store002,SKU003,67,69.97044918493015,-2.970449184930146,False,Normal
2023-01-21,Store003,SKU001,39,258.9567860545019,-219.9567860545019,False,Normal
2023-01-21,Store003,SKU002,37,91.79746813309339,-54.79746813309339,False,Normal
2023-01-21,Store003,SKU003,85,70.36834652759676,14.631653472403244,True,Low Excess
2023-01-22,Store001,SKU001,27,209.67399586824098,-182.67399586824098,False,Normal
2023-01-22,Store001,SKU002,77,109.5481529649748,-32.548152964974804,False,Normal
2023-01-22,Store001,SKU003,71,65.27374477537708,5.726255224622918,True,Low Excess
2023-01-22,Store002,SKU001,10,213.05516881893084,-203.05516881893084,False,Normal
2023-01-22,Store002,SKU002,36,177.80724758024482,-141.80724758024482,False,Normal
2023-01-22,Store002,SKU003,87,79.61330632778728,7.386693672212715,True,Low Excess
2023-01-22,Store003,SKU001,82,258.9567860545019,-176.9567860545019,False,Normal
2023-01-22,Store003,SKU002,47,89.65461099023626,-42.654610990236264,False,Normal
2023-01-22,Store003,SKU003,67,75.51120367045391,-8.51120367045391,False,Normal
2023-01-23,Store001,SKU001,15,208.17399586824098,-193.17399586824098,False,Normal
2023-01-23,Store001,SKU002,41,110.61958153640339,-69.61958153640339,False,Normal
