Date,Store,SKU,InventoryLevel,ReorderPoint,OrderQuantity,UrgencyScore,UrgencyLevel
2023-01-01,Store001,SKU001,49,229.78266391216064,180.78266391216064,5.83169883587615,Medium
2023-01-01,Store001,SKU002,42,51.603530548078446,9.603530548078446,1.2004413185098057,High
2023-01-01,Store002,SKU001,27,105.03677921262056,78.03677921262056,6.002829170201581,Medium
2023-01-01,Store002,SKU002,51,117.82387933921083,66.82387933921083,3.182089492343373,Medium
2023-01-01,Store003,SKU001,89,174.63785736966793,85.63785736966793,3.7233851030290404,Medium
2023-01-01,Store003,SKU002,79,85.48402637444322,6.484026374443218,0.4322684249628812,High
2023-01-01,Store003,SKU003,10,42.626516732683555,32.626516732683555,2.966046975698505,High
2023-01-02,Store001,SKU001,30,170.28266391216064,140.28266391216064,6.234785062762695,Medium
2023-01-02,Store001,SKU002,61,64.10353054807844,3.1035305480784388,0.29557433791223225,High
2023-01-02,Store002,SKU001,29,143.53677921262056,114.53677921262056,6.191177254736246,Medium
2023-01-02,Store002,SKU002,35,90.32387933921083,55.32387933921083,3.569282538013602,Medium
2023-01-02,Store003,SKU001,64,174.63785736966793,110.63785736966793,4.810341624768171,Medium
2023-01-02,Store003,SKU003,47,57.626516732683555,10.626516732683555,0.6641572957927222,High
2023-01-03,Store001,SKU001,61,180.78266391216064,119.78266391216064,4.99094432967336,Medium
2023-01-03,Store001,SKU002,60,66.60353054807844,6.603530548078439,0.6003209589162217,High
2023-01-03,Store001,SKU003,46,49.08725842167996,3.0872584216799623,0.2374814170523048,High
2023-01-03,Store002,SKU001,71,163.37011254595387,92.37011254595387,4.329849025591588,Medium
2023-01-03,Store002,SKU002,40,94.49054600587749,54.49054600587749,3.336155877910867,Medium
2023-01-03,Store002,SKU003,22,52.21839469471533,30.21839469471533,2.1584567639082377,High
2023-01-03,Store003,SKU001,81,148.97119070300124,67.97119070300124,3.515751243258685,Medium
2023-01-03,Store003,SKU003,46,55.626516732683555,9.626516732683555,0.6278163086532753,High
2023-01-04,Store001,SKU002,46,77.85353054807844,31.85353054807844,2.4040400413644103,High
2023-01-04,Store002,SKU001,21,155.78677921262056,134.78677921262056,6.656137245067682,Medium
2023-01-04,Store002,SKU002,53,81.57387933921083,28.573879339210833,2.0781003155789697,High
2023-01-04,Store003,SKU001,16,127.38785736966793,111.38785736966793,6.854637376594949,Medium
2023-01-04,Store003,SKU002,33,74.23402637444322,41.23402637444322,3.2340412842700563,Medium
2023-01-05,Store001,SKU001,46,162.58266391216063,116.58266391216063,5.447788033278535,Medium
2023-01-05,Store002,SKU001,46,166.63677921262055,120.63677921262055,5.533797211588099,Medium
2023-01-05,Store002,SKU002,78,85.82387933921083,7.8238793392108335,0.53588214652129,High
2023-01-05,Store003,SKU001,81,132.63785736966793,51.63785736966793,3.0375210217451722,Medium
2023-01-05,Store003,SKU002,36,69.48402637444322,33.48402637444322,2.837629353766374,High
2023-01-05,Store003,SKU003,30,58.22651673268355,28.22651673268355,1.7423775760915772,High
2023-01-06,Store001,SKU001,87,144.61599724549396,57.61599724549396,3.0592564909111837,Medium
2023-01-06,Store001,SKU002,32,82.43686388141177,50.43686388141177,3.560249215158478,Medium
2023-01-06,Store002,SKU001,48,180.87011254595387,132.87011254595387,5.57496975717289,Medium
2023-01-06,Store002,SKU002,60,85.32387933921083,25.323879339210833,1.746474437186954,High
2023-01-06,Store003,SKU001,79,126.8045240363346,47.8045240363346,2.956980868226882,High
2023-01-07,Store001,SKU001,35,133.78266391216064,98.78266391216064,5.714699565166319,Medium
2023-01-07,Store001,SKU002,11,85.17495911950701,74.17495911950701,5.041016639189797,Medium
2023-01-07,Store002,SKU001,92,173.03677921262056,81.03677921262056,3.567656946467572,Medium
2023-01-07,Store002,SKU002,50,97.82387933921083,47.82387933921083,2.813169372894755,High
2023-01-07,Store003,SKU001,62,145.63785736966793,83.63785736966793,4.435340921118754,Medium
2023-01-07,Store003,SKU002,58,71.19831208872893,13.198312088728926,1.086919819071794,High
2023-01-08,Store001,SKU001,52,114.78266391216064,62.78266391216064,4.30861419005024,Medium
2023-01-08,Store001,SKU002,47,85.17495911950701,38.17495911950701,2.594414697442224,High
2023-01-08,Store001,SKU003,28,49.51582985025139,21.515829850251393,1.6370740103452148,High
2023-01-08,Store002,SKU001,93,178.03677921262056,85.03677921262056,3.6296186249289266,Medium
2023-01-08,Store002,SKU002,29,113.53816505349654,84.53816505349654,4.196930179960821,Medium
2023-01-08,Store003,SKU001,20,145.63785736966793,125.63785736966793,6.66261364839148,Medium
2023-01-08,Store003,SKU002,60,74.05545494587179,14.055454945871787,1.105485220461826,High
2023-01-09,Store001,SKU001,58,117.78266391216064,59.78266391216064,3.9855109274773763,Medium
2023-01-09,Store001,SKU002,42,90.17495911950701,48.17495911950701,3.0656792166959006,Medium
2023-01-09,Store001,SKU003,36,45.2301155645371,9.230115564537101,0.787936694533655,High
2023-01-09,Store002,SKU001,89,169.03677921262056,80.03677921262056,3.614564222505445,Medium
2023-01-09,Store002,SKU002,67,118.53816505349654,51.53816505349654,2.437615914692404,High
2023-01-09,Store003,SKU001,21,100.63785736966793,79.63785736966793,4.38948820147776,Medium
2023-01-10,Store001,SKU001,96,104.78266391216064,8.782663912160643,0.6682461672296142,High
2023-01-10,Store001,SKU002,69,90.17495911950701,21.174959119507008,1.3474973985140823,High
2023-01-10,Store002,SKU001,79,146.03677921262056,67.03677921262056,3.554980715820787,Medium
2023-01-10,Store002,SKU002,64,120.6810221963537,56.681022196353695,2.6275970554601047,High
2023-01-10,Store003,SKU001,59,154.63785736966793,95.63785736966793,4.747978734664366,Medium
2023-01-10,Store003,SKU002,31,76.19831208872893,45.198312088728926,3.4390020067511142,Medium
2023-01-10,Store003,SKU003,21,40.055088161254986,19.055088161254986,1.878670663785703,High
2023-01-11,Store001,SKU001,48,109.78266391216064,61.78266391216064,4.458542756547675,Medium
2023-01-11,Store001,SKU002,15,86.60353054807844,71.60353054807844,4.773568703205229,Medium
2023-01-11,Store001,SKU003,13,46.51582985025139,33.51582985025139,2.7601271641383502,High
2023-01-11,Store002,SKU001,61,136.03677921262056,75.03677921262056,4.305388971215934,Medium
2023-01-11,Store002,SKU002,21,138.53816505349656,117.53816505349656,4.674813382809522,Medium
2023-01-11,Store002,SKU003,50,50.93268040900104,0.932680409001037,0.06872381961060273,High
2023-01-11,Store003,SKU001,93,158.63785736966793,65.63785736966793,3.1687241488805205,Medium
2023-01-11,Store003,SKU002,74,80.48402637444322,6.484026374443218,0.4631447410316584,High
2023-01-12,Store001,SKU001,54,103.78266391216064,49.78266391216064,3.829435685550819,Medium
2023-01-12,Store001,SKU002,51,92.31781626236415,41.31781626236415,2.559510741916363,High
2023-01-12,Store001,SKU003,32,47.372972707394254,15.372972707394254,1.2369058500202272,High
2023-01-12,Store002,SKU001,51,114.03677921262056,63.03677921262056,4.412574544883439,Medium
2023-01-12,Store002,SKU002,40,138.53816505349656,98.53816505349656,3.919131564627704,Medium
2023-01-12,Store002,SKU003,27,49.64696612328676,22.64696612328676,1.7231387267718188,High
2023-01-12,Store003,SKU001,13,158.63785736966793,145.63785736966793,7.030793114397762,Low
2023-01-12,Store003,SKU002,16,85.48402637444322,69.48402637444322,4.632268424962882,Medium
2023-01-13,Store001,SKU001,87,103.78266391216064,16.782663912160643,1.2909741470892802,High
2023-01-13,Store001,SKU002,45,77.31781626236415,32.31781626236415,2.458964280832055,High
2023-01-13,Store002,SKU001,54,108.03677921262056,54.03677921262056,4.024015473280254,Medium
2023-01-13,Store002,SKU002,37,144.25245076778225,107.25245076778225,4.080256279209108,Medium
2023-01-13,Store003,SKU001,12,163.63785736966793,151.63785736966793,7.076433343917837,Low
2023-01-13,Store003,SKU002,74,89.76974066015751,15.76974066015751,0.9944881497396627,High
2023-01-14,Store001,SKU001,66,117.78266391216064,51.78266391216064,3.4521775941440427,Medium
2023-01-14,Store001,SKU002,61,81.60353054807844,20.60353054807844,1.4716807534341743,High
2023-01-14,Store001,SKU003,29,46.94440127882282,17.944401278822824,1.4605908017646483,High
