Date,Store,SKU,InventoryLevel,StockoutRisk,IsAtRisk,DaysToStockout,RiskLevel
2023-01-01,Store001,SKU001,49,180.78266391216064,False,1.5806451612903225,Critical
2023-01-01,Store001,SKU002,42,9.603530548078446,False,5.25,High
2023-01-01,Store001,SKU003,85,-47.91274157832004,True,9.444444444444445,Medium
2023-01-01,Store002,SKU001,27,78.03677921262056,False,2.076923076923077,Critical
2023-01-01,Store002,SKU002,51,66.82387933921083,False,2.4285714285714284,Critical
2023-01-01,Store002,SKU003,63,-10.781605305284671,True,4.5,High
2023-01-01,Store003,SKU001,89,85.63785736966793,False,3.869565217391304,High
2023-01-01,Store003,SKU002,79,6.484026374443218,False,5.266666666666667,High
2023-01-01,Store003,SKU003,10,32.626516732683555,False,0.9090909090909091,Critical
2023-01-02,Store001,SKU001,30,140.28266391216064,False,1.3333333333333333,Critical
2023-01-02,Store001,SKU002,61,3.1035305480784388,False,5.809523809523809,High
2023-01-02,Store001,SKU003,70,-23.912741578320038,True,5.833333333333333,High
2023-01-02,Store002,SKU001,29,114.53677921262056,False,1.5675675675675675,Critical
2023-01-02,Store002,SKU002,35,55.32387933921083,False,2.2580645161290325,Critical
2023-01-02,Store002,SKU003,80,-32.28160530528467,True,6.4,High
2023-01-02,Store003,SKU001,64,110.63785736966793,False,2.782608695652174,Critical
2023-01-02,Store003,SKU002,86,-25.515973625556782,True,8.6,Medium
2023-01-02,Store003,SKU003,47,10.626516732683555,False,2.9375,Critical
2023-01-03,Store001,SKU001,61,119.78266391216064,False,2.5416666666666665,Critical
2023-01-03,Store001,SKU002,60,6.603530548078439,False,5.454545454545454,High
2023-01-03,Store001,SKU003,46,3.0872584216799623,False,3.5384615384615383,High
2023-01-03,Store002,SKU001,71,92.37011254595387,False,3.328125,High
2023-01-03,Store002,SKU002,40,54.49054600587749,False,2.4489795918367347,Critical
2023-01-03,Store002,SKU003,22,30.21839469471533,False,1.5714285714285714,Critical
2023-01-03,Store003,SKU001,81,67.97119070300124,False,4.189655172413794,High
2023-01-03,Store003,SKU002,83,-14.182640292223454,True,7.114285714285715,Medium
2023-01-03,Store003,SKU003,46,9.626516732683555,False,3.0,Critical
2023-01-04,Store001,SKU001,97,68.03266391216064,False,4.459770114942529,High
2023-01-04,Store001,SKU002,46,31.85353054807844,False,3.4716981132075473,High
2023-01-04,Store001,SKU003,93,-45.41274157832004,True,7.44,Medium
2023-01-04,Store002,SKU001,21,134.78677921262056,False,1.037037037037037,Critical
2023-01-04,Store002,SKU002,53,28.573879339210833,False,3.8545454545454545,High
2023-01-04,Store002,SKU003,83,-38.28160530528467,True,7.217391304347826,Medium
2023-01-04,Store003,SKU001,16,111.38785736966793,False,0.9846153846153847,Critical
2023-01-04,Store003,SKU002,33,41.23402637444322,False,2.588235294117647,Critical
2023-01-04,Store003,SKU003,67,-7.123483267316445,True,4.0,High
2023-01-05,Store001,SKU001,46,116.58266391216063,False,2.149532710280374,Critical
2023-01-05,Store001,SKU002,78,-5.396469451921561,True,6.39344262295082,High
2023-01-05,Store001,SKU003,53,-8.11274157832004,True,4.56896551724138,High
2023-01-05,Store002,SKU001,46,120.63677921262055,False,2.110091743119266,Critical
2023-01-05,Store002,SKU002,78,7.8238793392108335,False,5.342465753424658,High
2023-01-05,Store002,SKU003,82,-37.58160530528467,True,7.192982456140351,Medium
2023-01-05,Store003,SKU001,81,51.63785736966793,False,4.764705882352941,High
2023-01-05,Store003,SKU002,36,33.48402637444322,False,3.0508474576271185,High
2023-01-05,Store003,SKU003,30,28.22651673268355,False,1.8518518518518519,Critical
2023-01-06,Store001,SKU001,87,57.61599724549396,False,4.619469026548673,High
2023-01-06,Store001,SKU002,32,50.43686388141177,False,2.2588235294117647,Critical
2023-01-06,Store001,SKU003,57,-10.912741578320038,True,4.75,High
2023-01-06,Store002,SKU001,48,132.87011254595387,False,2.013986013986014,Critical
2023-01-06,Store002,SKU002,60,25.323879339210833,False,4.137931034482759,High
2023-01-06,Store002,SKU003,82,-36.78160530528467,True,7.028571428571429,Medium
2023-01-06,Store003,SKU001,79,47.8045240363346,False,4.886597938144329,High
2023-01-06,Store003,SKU002,80,-12.015973625556782,True,6.956521739130435,High
2023-01-06,Store003,SKU003,64,-10.873483267316445,True,4.413793103448276,High
2023-01-07,Store001,SKU001,35,98.78266391216064,False,2.024793388429752,Critical
2023-01-07,Store001,SKU002,11,74.17495911950701,False,0.7475728155339806,Critical
2023-01-07,Store001,SKU003,69,-23.7698844354629,True,5.890243902439025,High
2023-01-07,Store002,SKU001,92,81.03677921262056,False,4.050314465408805,High
2023-01-07,Store002,SKU002,50,47.82387933921083,False,2.9411764705882355,Critical
2023-01-07,Store002,SKU003,56,-8.495891019570394,True,4.505747126436781,High
2023-01-07,Store003,SKU001,62,83.63785736966793,False,3.2878787878787876,High
2023-01-07,Store003,SKU002,58,13.198312088728926,False,4.776470588235294,High
2023-01-07,Store003,SKU003,59,-6.944911838745014,True,4.171717171717172,High
2023-01-08,Store001,SKU001,52,62.78266391216064,False,3.5686274509803924,High
2023-01-08,Store001,SKU002,47,38.17495911950701,False,3.1941747572815538,High
2023-01-08,Store001,SKU003,28,21.515829850251393,False,2.130434782608696,Critical
2023-01-08,Store002,SKU001,93,85.03677921262056,False,3.9695121951219514,High
2023-01-08,Store002,SKU002,29,84.53816505349654,False,1.4397163120567376,Critical
2023-01-08,Store002,SKU003,76,-28.92446244814181,True,6.186046511627906,High
2023-01-08,Store003,SKU001,20,125.63785736966793,False,1.0606060606060606,Critical
2023-01-08,Store003,SKU002,60,14.055454945871787,False,4.719101123595506,High
2023-01-08,Store003,SKU003,57,-7.944911838745014,True,4.336956521739131,High
2023-01-09,Store001,SKU001,58,59.78266391216064,False,3.8666666666666667,High
2023-01-09,Store001,SKU002,42,48.17495911950701,False,2.672727272727273,Critical
